CD4	CD8	nB	NK	Mn	m8	DC	Eo	Tr	m4	Mg	Er	mB
4.264699506335336	1.7460796547151305	14.990350174591718	10.480550773668275	10.241735228174194	6.842555591935723	7.0372396430159165	10.632887691764905	7.694237934232387	6.678649800087917	10.570734940048743	0.5242547705865188	8.296024290843237
6.4546334953218505	1.4014958828270236	4.276197646391441	5.2739724257043195	7.931739607271163	11.371808241971099	4.707425071882141	7.955374699615771	16.175395883967973	6.598289838013718	12.135201923811389	0.4131255870763409	15.305339696145767
1.3644066292999926	9.29493973684102	0.5645022132853745	0.13347993545285208	8.043959855222703	13.059422745666208	4.438264168268609	16.764789470293202	6.554516531418743	7.9482132295681724	8.949371436326823	10.523322912632729	12.36081113572358
2.8101879781915495	9.725649690244841	3.6798104338054567	11.52062233740505	3.573892238166037	7.124090058333127	2.9608381934320196	12.239770181165582	8.617189850839816	11.318498553986522	5.8060737338727995	11.891055972546702	8.732320778010504
11.15615296038897	1.3210530814026689	6.978331448433712	8.48357074619503	3.0755286292974255	3.6614162860765154	13.500684376535338	2.432992204505012	14.738445269737834	4.04823150435224	9.153355981758882	8.086419925606947	13.363817585709437
11.821361607492356	0.9474244278245796	11.012119320316085	8.546506668788629	11.907057135387014	10.90526000745063	10.420234519502241	5.6260320698516235	7.638070149953213	4.754799927755772	7.700749317834423	0.969032792930911	7.751352054912526
0.46781564562748645	13.96624534970638	2.636205063895141	17.511513370279587	5.7231678302267746	0.9869992862949144	5.008367943337322	14.649230090484473	12.860348938591379	0.338472287492942	11.602084852875885	10.488579901599461	3.760969439588254
2.571073510386903	8.397186819778188	14.080899006113981	6.626471923887148	3.81799913535202	1.1985177855478584	7.4673150573512315	2.249486651679779	11.875805015661005	5.398369894675115	8.842118303694189	13.576029413128806	13.89872748274378
11.174193162658367	7.913854943833029	1.8020388802023914	12.555171833540902	13.493325854246383	13.935100349989538	10.438476048399597	9.266674669447553	3.7969982885234774	7.789429684817177	2.277044763133523	1.8837214215577234	3.6739700996503415
6.272286290285929	11.052838308101071	1.6547153498080238	4.724658922739583	13.800391181232182	5.18079550283938	9.84775484325617	6.8950473506197625	6.520159702938382	9.570342769102675	7.928213629599556	1.4404824957230398	15.112313653754239
