Mixture	Mono_real	Bcell_real	CD4_real	CD8_real	NK_real
Y-3674-cfDNA	64.96744313833668	6.123511086618096	7.537160774648463	7.654764176830962	13.717120823565798
Y-3685-cfDNA	56.36778523901046	7.374727462830339	10.657174480866415	9.571538204180428	16.02877461311236
Y-3688-cfDNA	44.51974399869051	11.976250337127933	13.739126550032532	11.347471796406325	18.417407317742697
Y-3694-cfDNA	57.91269682911777	7.876847501458283	12.92901191824238	7.551903939183063	13.729539811998507
Y-3703-cfDNA	51.78533074165789	8.075110190843372	12.069571461492554	11.975248625758434	16.094738980247744
Y-3706-cfDNA	57.95087915230697	8.370145171298196	12.377551682127027	10.422722939361522	10.878701054906296
Y-3707-cfDNA	52.618688566672	7.6236012374146425	9.958169491261385	11.016241280683628	18.78329942396834
Y-3711-cfDNA	47.08857256796562	9.403723346376385	16.589767087887335	12.326059481283403	14.59187751648727
Y-3715-cfDNA	63.50388952934386	7.366075072855688	10.627594699670139	10.489794761698064	8.012645936432248
Y-3720-cfDNA	50.09019408065042	11.400710228164407	13.090177371455	11.621584861754618	13.797333457975567
Y-3735-cfDNA	56.521081594308164	9.150842138734106	9.52335168801976	8.67464234505124	16.130082233886732
Y-3737-cfDNA	66.52835033037586	6.766470632285644	11.374380066987248	6.745669147380069	8.585129822971192
Y-3814-cfDNA	60.98635823793216	10.549844288933926	9.881132786670003	7.411188927238797	11.171475759225114
Y-3824-cfDNA	50.92878043274332	8.655036068828064	12.03514000907932	11.833351088939152	16.547692400410156
Y-3879-cfDNA	63.948898489537385	9.706466946619615	8.939892597462757	7.441842586862678	9.962899379517554
Y-3880-cfDNA	54.421397076047285	9.134349289293606	12.123549804717273	9.937600086227388	14.383103743714443
Y-3893-cfDNA	48.22012468045072	12.695680655570582	16.505616441324	10.948199864959577	11.630378357695124
Y-3918-cfDNA	54.16047598531777	6.903417783540856	14.535153067627263	12.83089194889536	11.570061214618757
Y-3920-cfDNA	54.96758562315836	10.671880867027014	10.587205786373676	7.181435337161564	16.59189238627939
Y-3925-cfDNA	56.757925294868606	8.773846940975771	13.533650485721848	9.168377797086546	11.766199481347236
Y-3938-cfDNA	43.821584084530386	12.336576632751255	16.4756292031298	16.649868582313875	10.716341497274682
Y-3941-cfDNA	61.760205972555895	7.134011273890916	12.529349277583776	7.5755349543663915	11.000898521603016
tot-66-cfDNA	63.99500651002681	7.234987762916735	10.82720302982624	7.736236573429102	10.206566123801132
tot-67-cfDNA	55.874219252039104	7.835199779830634	14.38600275995308	9.050563552196698	12.85401465598048
tot-72-cfDNA	56.26004609476249	7.778825983505941	14.649843299788747	8.237159835634083	13.074124786308728
tot-PH1-cfDNA	53.96564940929215	9.284603289068635	13.679561291924596	7.902681281024794	15.16750472868982
tot-PH16-cfDNA	44.26360362032381	9.467408471457553	15.512921539989954	10.375782877016718	20.380283491211966
tot-PH17-cfDNA	57.26649323529451	9.404343800690167	9.47542804343684	9.428566118124792	14.425168802453694
tot-PH4-cfDNA	53.494805107089384	7.571851427083522	13.304145022719926	9.766997277966599	15.862201165140569
tot-PH7-cfDNA	58.582313482556444	7.9334077114867325	12.143824616838437	8.620583038488215	12.719871150630174
tot-YUCLUE_20-3998-cfDNA	56.26377688789413	8.237874207831375	11.78550867223082	10.368726380353447	13.344113851690212
tot-YUMARS_15-3443-cfDNA	55.81235927023819	8.745419433227783	10.232930621178555	9.467873964923577	15.7414167104319
tot-YUMICRO_20-4006-cfDNA	38.41083586609083	8.287642148347683	19.692752290001547	17.344683301285848	16.264086394274088
tot-YUMOTE_17-3755-cfDNA	51.73819061755815	10.847547057348468	14.395372229112693	11.094099606616528	11.924790489364167
tot-YUPRAF_19-3925-cfDNA	56.19605560977728	8.16648298492183	15.055817772652475	9.405083542657332	11.176560089991083
tot-YUREIL_17-3713-cfDNA	65.78725803365147	7.694258344089891	10.240296989767806	6.6492885233492425	9.628898109141607
tot-YUSTRAW_20-4002-cfDNA	61.59578717140476	7.250063125310316	8.493162491516951	8.696567557589614	13.964419654178359
tot-YUTAUR_19-3926-cfDNA	66.8169543325467	7.74774630480605	8.433763739782135	8.161445780454423	8.840089842410688
tot-YUTHEA_20-4000-cfDNA	51.55780199921502	11.538135678587329	12.270180111366944	11.46413327513135	13.169748935699364
tot-YUVIRTUE_20-4029-cfDNA	53.28761348046912	8.343546190614983	12.501662717405463	10.637712711815988	15.229464899694445
y4-YUEVRY_19_3935-cfDNA	53.217332128704996	10.242673983986162	11.390169272927828	9.434999287857373	15.714825326523634
y4-YUMORF_17_3654-cfDNA	39.83323065169556	8.287713027262596	28.97451098664718	11.565833434753655	11.338711899641014
y4-YUPARK_18_3832-cfDNA	53.83059638112141	6.078165451459746	14.05054628446589	7.767077374462435	18.273614508490525
y4-YUPARK_18_3856-cfDNA	61.36925114363265	6.992698656602096	13.16069895206972	7.550271032857868	10.927080214837645
