DMRchr	DMRstart	DMRend	chrom	start	end	celltype
chr10	17660300	17660757	chr10	17660299	17660301	[Tr]
chr10	17660300	17660757	chr10	17660476	17660478	[Tr]
chr10	17660300	17660757	chr10	17660540	17660542	[Tr]
chr10	17660300	17660757	chr10	17660560	17660562	[Tr]
chr10	17660300	17660757	chr10	17660598	17660600	[Tr]
chr10	17660300	17660757	chr10	17660664	17660666	[Tr]
chr10	17660300	17660757	chr10	17660729	17660731	[Tr]
chr10	17660300	17660757	chr10	17660755	17660757	[Tr]
chr12	56022830	56023180	chr12	56022829	56022831	[Tr]
chr12	56022830	56023180	chr12	56022837	56022839	[Tr]
chr12	56022830	56023180	chr12	56022859	56022861	[Tr]
chr12	56022830	56023180	chr12	56022861	56022863	[Tr]
chr12	56022830	56023180	chr12	56022867	56022869	[Tr]
chr12	56022830	56023180	chr12	56022884	56022886	[Tr]
chr12	56022830	56023180	chr12	56022899	56022901	[Tr]
chr12	56022830	56023180	chr12	56022923	56022925	[Tr]
chr12	56022830	56023180	chr12	56022943	56022945	[Tr]
chr12	56022830	56023180	chr12	56022947	56022949	[Tr]
chr12	56022830	56023180	chr12	56022959	56022961	[Tr]
chr12	56022830	56023180	chr12	56022988	56022990	[Tr]
chr12	56022830	56023180	chr12	56022999	56023001	[Tr]
chr12	56022830	56023180	chr12	56023019	56023021	[Tr]
chr12	56022830	56023180	chr12	56023033	56023035	[Tr]
chr12	56022830	56023180	chr12	56023040	56023042	[Tr]
chr12	56022830	56023180	chr12	56023044	56023046	[Tr]
chr12	56022830	56023180	chr12	56023077	56023079	[Tr]
chr12	56022830	56023180	chr12	56023093	56023095	[Tr]
chr12	56022830	56023180	chr12	56023097	56023099	[Tr]
chr12	56022830	56023180	chr12	56023152	56023154	[Tr]
chr12	56022830	56023180	chr12	56023178	56023180	[Tr]
chr2	203853750	203854356	chr2	203853749	203853751	[Tr]
chr2	203853750	203854356	chr2	203853943	203853945	[Tr]
chr2	203853750	203854356	chr2	203853956	203853958	[Tr]
chr2	203853750	203854356	chr2	203854015	203854017	[Tr]
chr2	203853750	203854356	chr2	203854095	203854097	[Tr]
chr2	203853750	203854356	chr2	203854174	203854176	[Tr]
chr2	203853750	203854356	chr2	203854265	203854267	[Tr]
chr2	203853750	203854356	chr2	203854320	203854322	[Tr]
