chr1	938180	938182
chr1	939582	939584
chr1	936471	936473
chr1	935038	935040
chr1	939731	939733
chr1	925544	925546
chr1	932975	932977
chr1	930937	930939
chr1	939074	939076
chr1	932311	932313
chr1	939229	939231
chr1	933650	933652
chr1	936428	936430
chr1	925038	925040
chr1	924750	924752
chr1	933094	933096
chr1	939291	939293
chr1	939983	939985
chr1	937641	937643
chr1	929547	929549
chr1	935886	935888
chr1	930038	930040
chr1	938540	938542
chr1	926094	926096
chr1	926505	926507
chr1	924398	924400
chr1	939277	939279
chr1	924461	924463
chr1	923446	923448
chr1	924392	924394
chr1	925086	925088
chr1	925006	925008
chr1	929009	929011
chr1	929632	929634
chr1	925097	925099
chr1	929646	929648
chr1	924771	924773
chr1	924802	924804
chr1	935429	935431
chr1	924804	924806
chr1	936939	936941
chr1	924297	924299
chr1	939769	939771
chr1	926072	926074
chr1	924766	924768
chr1	929195	929197
chr1	930904	930906
chr1	925557	925559
chr1	927399	927401
chr1	939933	939935
chr1	927942	927944
chr1	923217	923219
chr1	929556	929558
chr1	936091	936093
chr1	925122	925124
chr1	937802	937804
chr1	935596	935598
chr1	928218	928220
chr1	937736	937738
chr1	923764	923766
chr1	930967	930969
chr1	927755	927757
chr1	937037	937039
chr1	925084	925086
chr1	929507	929509
chr1	935825	935827
chr1	926997	926999
chr1	925578	925580
chr1	925082	925084
chr1	924456	924458
chr1	935587	935589
chr1	930202	930204
chr1	936060	936062
chr1	929899	929901
chr1	932087	932089
chr1	925380	925382
chr1	923485	923487
chr1	937106	937108
chr1	930198	930200
chr1	926021	926023
chr1	925482	925484
chr1	936734	936736
chr1	929310	929312
chr1	936453	936455
chr1	939333	939335
chr1	937680	937682
chr1	924763	924765
chr1	929628	929630
chr1	929368	929370
chr1	937137	937139
chr1	927663	927665
chr1	939330	939332
chr1	928158	928160
chr1	924317	924319
chr1	925535	925537
chr1	929905	929907
chr1	932325	932327
chr1	938070	938072
chr1	939410	939412
chr1	928749	928751
chr1	924355	924357
chr1	929619	929621
chr1	937113	937115
chr1	927015	927017
chr1	932489	932491
chr1	924778	924780
chr1	933302	933304
chr1	928734	928736
chr1	937704	937706
chr1	923741	923743
chr1	938477	938479
chr1	924376	924378
chr1	923070	923072
chr1	932475	932477
chr1	928690	928692
chr1	923824	923826
chr1	939034	939036
chr1	936438	936440
chr1	67182	67184
chr1	935652	935654
chr1	929498	929500
chr1	928775	928777
chr1	923053	923055
chr1	937708	937710
chr1	927090	927092
chr1	930319	930321
chr1	925634	925636
chr1	932355	932357
