chrom	start	end	B_cell-NK	B_cell-CD8	B_cell-CD4	B_cell-Mono	maxdelta	mindelta	Avgdelta
chr1	64562	64564	-0.10299999999999987	0.5796666666666669	0.2466666666666669	-0.03933333333333311	0.5796666666666669	-0.10299999999999987	0.1710000000000002
chr1	64763	64765	-0.14833333333333346	0.02299999999999991	0.09366666666666656	-0.2556666666666668	0.09366666666666656	-0.2556666666666668	-0.07183333333333344
chr1	67182	67184	-0.09999999999999998	-0.09999999999999998	-0.004666666666666597	-0.09999999999999998	-0.004666666666666597	-0.09999999999999998	-0.07616666666666663
chr1	922991	922993	0.09399999999999996	0.09733333333333337	0.034000000000000134	-0.03266666666666662	0.09733333333333337	-0.03266666666666662	0.04816666666666671
chr1	923025	923027	0.3639999999999999	0.03633333333333333	0.04166666666666663	0.14033333333333342	0.3639999999999999	0.03633333333333333	0.14558333333333331
chr1	923048	923050	-0.06999999999999995	-0.03666666666666663	0.013333333333333421	-0.044333333333333336	0.013333333333333421	-0.06999999999999995	-0.03441666666666662
chr1	923053	923055	-0.01866666666666661	-0.05000000000000005	-0.10199999999999998	-0.009333333333333305	-0.009333333333333305	-0.10199999999999998	-0.044999999999999984
chr1	923070	923072	-0.008000000000000007	-0.05400000000000005	-0.19333333333333336	-0.08200000000000007	-0.008000000000000007	-0.19333333333333336	-0.08433333333333337
chr1	923081	923083	-0.01566666666666661	0.019000000000000128	-0.07333333333333325	0.1016666666666669	0.1016666666666669	-0.07333333333333325	0.007916666666666794
chr1	923166	923168	-0.21233333333333335	0.11233333333333324	-0.1050000000000001	-0.03733333333333344	0.11233333333333324	-0.21233333333333335	-0.060583333333333406
chr1	923177	923179	0.2453333333333334	0.05933333333333335	-0.08833333333333337	0.07000000000000017	0.2453333333333334	-0.08833333333333337	0.07158333333333339
chr1	923217	923219	-0.04466666666666663	-0.12533333333333332	-0.2793333333333333	-0.13133333333333333	-0.04466666666666663	-0.2793333333333333	-0.14516666666666664
chr1	923234	923236	0.03700000000000009	-0.121	0.06966666666666671	0.08366666666666672	0.08366666666666672	-0.121	0.01733333333333338
chr1	923260	923262	0.019666666666666683	0.09666666666666668	0.136	-0.040666666666666657	0.136	-0.040666666666666657	0.052916666666666674
chr1	923331	923333	0.201	0.05266666666666664	0.3163333333333333	0.027666666666666617	0.3163333333333333	0.027666666666666617	0.14941666666666664
chr1	923333	923335	0.08066666666666665	-0.193	0.11083333333333334	0.09166666666666663	0.11083333333333334	-0.193	0.022541666666666654
chr1	923409	923411	0.016333333333333325	-0.139	0.111	-0.10333333333333336	0.111	-0.139	-0.02875000000000001
chr1	923439	923441	0.08800000000000002	-0.22133333333333333	0.14300000000000002	0.0010000000000000286	0.14300000000000002	-0.22133333333333333	0.0026666666666666852
chr1	923446	923448	-0.08633333333333335	-0.2203333333333333	-0.20833333333333331	-0.15	-0.08633333333333335	-0.2203333333333333	-0.16624999999999998
chr1	923450	923452	-0.009000000000000001	-0.3366666666666667	0.04166666666666666	-0.09633333333333337	0.04166666666666666	-0.3366666666666667	-0.10008333333333336
chr1	923485	923487	-0.2273333333333333	-0.14300000000000002	-0.015833333333333338	-0.20333333333333334	-0.015833333333333338	-0.2273333333333333	-0.147375
chr1	923493	923495	0.15533333333333332	0.12533333333333335	0.3361666666666667	0.2526666666666667	0.3361666666666667	0.12533333333333335	0.217375
chr1	923560	923562	-0.18966666666666668	-0.12766666666666668	-0.003000000000000003	0.036999999999999984	0.036999999999999984	-0.18966666666666668	-0.07083333333333335
chr1	923590	923592	-0.02100000000000002	0.08033333333333333	0.09333333333333334	0.03466666666666665	0.09333333333333334	-0.02100000000000002	0.046833333333333324
chr1	923598	923600	0.17566666666666664	0.2373333333333333	0.02699999999999997	0.2986666666666667	0.2986666666666667	0.02699999999999997	0.18466666666666665
chr1	923608	923610	0.09866666666666664	-0.02833333333333335	0.08033333333333334	0.09966666666666664	0.09966666666666664	-0.02833333333333335	0.06258333333333331
chr1	923624	923626	0.06000000000000005	0.0546666666666667	0.018000000000000016	0.11933333333333335	0.11933333333333335	0.018000000000000016	0.06300000000000003
chr1	923629	923631	0.09133333333333334	-0.07399999999999997	-0.12366666666666667	0.07666666666666666	0.09133333333333334	-0.12366666666666667	-0.007416666666666662
chr1	923645	923647	0.10466666666666666	0.0033333333333333552	0.03733333333333338	-0.00933333333333336	0.10466666666666666	-0.00933333333333336	0.03400000000000001
chr1	923648	923650	0.0633333333333333	0.04999999999999999	-0.02633333333333332	-0.021333333333333367	0.0633333333333333	-0.02633333333333332	0.01641666666666665
chr1	923651	923653	0.16066666666666668	-0.007666666666666599	0.20833333333333334	0.11733333333333335	0.20833333333333334	-0.007666666666666599	0.11966666666666669
chr1	923655	923657	0.11266666666666665	0.09766666666666662	0.273	0.15566666666666662	0.273	0.09766666666666662	0.15974999999999998
chr1	923666	923668	0.19933333333333336	-0.02133333333333326	0.395	0.13533333333333336	0.395	-0.02133333333333326	0.17708333333333337
chr1	923669	923671	0.1366666666666667	0.06800000000000002	0.27	-0.02233333333333332	0.27	-0.02233333333333332	0.11308333333333336
chr1	923694	923696	0.09466666666666668	0.07533333333333336	0.014000000000000012	0.10866666666666666	0.10866666666666666	0.014000000000000012	0.07316666666666669
chr1	923705	923707	0.19899999999999995	-0.1123333333333334	0.01499999999999996	0.08799999999999994	0.19899999999999995	-0.1123333333333334	0.047416666666666614
chr1	923710	923712	0.10033333333333336	0.07566666666666669	0.10866666666666668	-0.030333333333333268	0.10866666666666668	-0.030333333333333268	0.06358333333333337
chr1	923712	923714	0.0010000000000000009	-0.19833333333333333	0.013999999999999985	0.0003333333333332966	0.013999999999999985	-0.19833333333333333	-0.04575000000000001
chr1	923737	923739	0.04700000000000002	-0.12466666666666665	0.03633333333333336	-0.02200000000000001	0.04700000000000002	-0.12466666666666665	-0.01583333333333332
chr1	923739	923741	0.13333333333333336	0.027666666666666728	0.0806666666666667	0.1036666666666667	0.13333333333333336	0.027666666666666728	0.08633333333333337
chr1	923741	923743	-0.07400000000000002	-0.1293333333333333	-0.01266666666666666	-0.12766666666666665	-0.01266666666666666	-0.1293333333333333	-0.08591666666666666
chr1	923760	923762	-0.08933333333333332	-0.18299999999999994	0.004666666666666665	-0.005333333333333329	0.004666666666666665	-0.18299999999999994	-0.06824999999999998
chr1	923764	923766	-0.042666666666666665	-0.12366666666666667	-0.14	-0.2146666666666667	-0.042666666666666665	-0.2146666666666667	-0.13025
chr1	923774	923776	0.02933333333333332	-0.16	-0.012666666666666632	0.128	0.128	-0.16	-0.0038333333333333275
chr1	923781	923783	-0.016	-0.2533333333333334	0.029666666666666668	-0.009666666666666657	0.029666666666666668	-0.2533333333333334	-0.06233333333333335
chr1	923792	923794	0.04299999999999999	-0.06100000000000001	0.021999999999999992	0.005333333333333329	0.04299999999999999	-0.06100000000000001	0.0023333333333333244
chr1	923812	923814	-0.1	0.10316666666666667	0.09666666666666666	-0.068	0.10316666666666667	-0.1	0.007958333333333331
chr1	923824	923826	-0.00999999999999998	-0.006499999999999992	-0.2005	-0.11100000000000004	-0.006499999999999992	-0.2005	-0.082
chr1	923833	923835	-0.11900000000000001	-0.196	0.129	-0.08466666666666668	0.129	-0.196	-0.06766666666666667
chr1	923838	923840	-0.10733333333333336	-0.15266666666666667	0.115	-0.092	0.115	-0.15266666666666667	-0.059250000000000004
chr1	923842	923844	0.02833333333333335	0.07833333333333332	0.16666666666666666	0.11966666666666667	0.16666666666666666	0.02833333333333335	0.09825
chr1	923847	923849	-0.12533333333333335	0.032	0.12033333333333332	0.01766666666666669	0.12033333333333332	-0.12533333333333335	0.011166666666666665
chr1	923856	923858	0.016333333333333342	0.18466666666666667	0.07566666666666666	0.155	0.18466666666666667	0.016333333333333342	0.10791666666666666
chr1	923858	923860	-0.16066666666666665	-0.15866666666666668	-0.2771666666666667	0.005666666666666667	0.005666666666666667	-0.2771666666666667	-0.14770833333333333
chr1	923866	923868	-0.08066666666666665	0.03033333333333333	0.03033333333333333	-0.113	0.03033333333333333	-0.113	-0.03325
chr1	923871	923873	-0.161	-0.07166666666666666	-0.05516666666666666	0.03333333333333333	0.03333333333333333	-0.161	-0.063625
chr1	924088	924090	0.062333333333333324	0.13849999999999996	0.229	0.044499999999999984	0.229	0.044499999999999984	0.11858333333333332
chr1	924092	924094	0.3625	0.067	0.3625	0.10649999999999997	0.3625	0.067	0.224625
chr1	924105	924107	0.06766666666666671	0.12433333333333335	0.23433333333333334	0.09233333333333338	0.23433333333333334	0.06766666666666671	0.1296666666666667
chr1	924109	924111	0.1256666666666667	0.16683333333333336	0.22233333333333336	0.15983333333333336	0.22233333333333336	0.1256666666666667	0.16866666666666671
chr1	924111	924113	0.071	0.057666666666666665	0.16766666666666666	0.16766666666666666	0.16766666666666666	0.057666666666666665	0.11599999999999999
chr1	924115	924117	0.20466666666666666	-0.2388333333333333	0.20466666666666666	0.0013333333333333253	0.20466666666666666	-0.2388333333333333	0.04295833333333334
chr1	924125	924127	0.0913333333333333	0.31466666666666665	-0.10183333333333333	0.16699999999999998	0.31466666666666665	-0.10183333333333333	0.11779166666666664
chr1	924130	924132	0.12366666666666667	0.0625	0.125	0.25	0.25	0.0625	0.14029166666666668
chr1	924132	924134	0.16066666666666665	0.10099999999999996	0.287	0.21666666666666665	0.287	0.10099999999999996	0.19133333333333333
chr1	924144	924146	-0.1203333333333333	0.04500000000000001	0.11166666666666668	0.11166666666666668	0.11166666666666668	-0.1203333333333333	0.03700000000000002
