NaiveCD4	NaiveCD8	nB	NK	PC	Mono	M0	M1	M2	iDC	mDC	PMN	cm8	em8	Eo	Tregs	em4	ed8	Mg	cm4	Er	mB
5.509757	6.363881	6.837826	6.499052	5.600271	5.071739	6.294028	4.765246	5.0	2.850842	0.724816	5.336792	0.872947	3.816315	7.880877	3.702002	0.106525	7.666319	6.67547	3.602461	1.343799	3.479032
6.838429	4.625365	1.103635	4.44858	0.967502	3.373123	0.372584	6.351252	7.222222	6.998641	3.603664	4.846743	7.8725	6.971187	7.222787	3.992206	5.980831	1.911726	3.210313	4.675496	4.764876	2.646336
5.318325	4.760868	5.371328	2.378818	5.888939	5.653422	1.69107	5.263469	9.444444	3.54747	2.288028	0.112164	4.614669	3.681415	7.125793	1.316066	0.773989	7.183266	6.973838	3.781258	6.653515	6.177844
7.039799	5.164136	6.813686	4.403888	7.928773	1.243447	2.61872	1.698496	11.666667	2.458999	1.566973	5.902529	0.582611	4.525746	2.017035	7.07785	5.292829	5.083443	4.855592	4.502577	3.987596	3.568607
7.072395	1.556634	1.303516	5.920104	2.553193	2.50557	3.743851	6.759412	13.888889	3.217745	3.584647	2.350501	0.059015	1.08724	3.315404	6.201914	6.25649	5.291242	6.835405	6.750873	3.516343	6.229615
7.642938	1.982955	4.60081	1.088314	6.390358	1.408507	8.49393	0.927405	16.111111	4.050385	1.565473	0.459987	8.202773	0.292548	5.816485	7.274189	7.463747	3.359821	5.205228	1.075783	0.3933	6.193953
0.652236	3.034388	8.062675	2.982568	7.799307	0.443188	2.303033	5.509835	18.333333	5.266442	1.98866	1.250767	0.619465	5.702011	5.681629	7.029601	3.073221	5.446146	5.236372	2.612042	0.54046	6.432617
1.685699	5.693755	2.973242	6.404069	2.137949	5.733317	3.655147	6.636659	20.555556	1.027558	0.362693	3.795098	3.208087	6.619958	6.335603	4.08712	3.516766	1.667117	5.407354	0.362755	2.004728	6.129774
5.92457	4.415881	4.739169	5.631461	5.159491	6.723796	6.607371	2.736586	22.777778	5.740597	1.708033	0.225793	0.296975	1.617867	1.916962	4.046156	1.525593	2.227554	5.25711	0.681776	3.642881	6.396597
5.678367	1.419883	1.606059	5.876996	2.968947	5.95744	3.50449	0.849191	25.0	5.30346	2.552476	5.473755	4.664511	5.738629	0.651187	5.487207	6.058454	5.943807	0.612545	1.474084	0.114999	3.063514
