NaiveCD4	NaiveCD8	nB	NK	PC	Mono	M0	M1	M2	iDC	mDC	PMN	cm8	em8	Eo	Tregs	em4	ed8	Mg	cm4	Er	mB
2.963011	1.827527	3.621802	7.896168	0.033255	6.656357	3.625087	0.429835	0.283911	5.356878	1.488324	4.920863	7.756644	8.140483	4.864742	7.195671	5.0	5.419941	5.344119	4.998425	6.261356	5.915598
0.98926	6.727373	1.531165	4.397418	5.969391	7.252229	4.882818	1.694023	9.749644	4.368116	7.06926	4.836498	2.690385	2.184482	1.773367	3.741503	7.222222	1.321155	8.1545	4.02224	3.362775	6.060178
3.713808	4.715017	2.594914	0.567834	5.12671	1.67004	5.765724	6.699896	1.243746	3.450514	5.780368	7.356986	5.597412	0.896216	3.544268	5.69139	9.444444	6.677298	4.029132	5.013377	6.879387	3.541521
5.717492	7.816086	7.748336	4.011015	0.106495	6.010636	9.108941	2.645198	1.872706	1.740894	6.868484	1.78664	2.274622	3.360031	4.086544	7.529217	11.666667	8.302	2.58798	1.391442	2.253488	1.115085
7.415817	0.993661	5.738135	1.988747	6.417373	6.814304	3.465865	5.536087	7.027578	1.87359	4.932166	1.140166	5.056083	3.432737	0.875004	3.880708	13.888889	5.797977	0.746649	6.693019	3.809273	2.476172
2.825072	6.023316	1.742191	5.499989	5.839421	1.890151	1.058106	0.181385	4.490199	7.108618	4.72412	2.504164	5.599343	6.131154	7.082631	6.381982	16.111111	1.776293	1.868103	3.697101	2.217335	5.248215
0.15867	7.702295	5.379643	1.685504	2.891771	8.241165	3.921157	5.050584	2.257336	0.036486	5.702678	4.212335	3.984706	1.136686	5.205069	7.033218	18.333333	5.463041	5.847517	1.393341	1.005176	3.358289
2.054125	5.262705	5.952032	7.192927	7.592496	2.171977	0.018476	2.227512	5.496944	2.170684	0.515136	3.076825	3.42606	1.091174	6.216304	4.305605	20.555556	4.730976	3.310973	8.072984	2.558527	2.000004
2.152538	4.579491	4.593231	2.755041	4.690187	4.538305	0.518541	2.41826	5.742186	4.01723	1.996483	7.497838	8.356527	5.000298	2.010728	2.30853	22.777778	4.260821	1.399061	1.174495	3.664329	3.548102
1.164293	3.003101	2.146427	1.333305	6.176862	6.907807	6.471237	0.570232	3.753578	6.265823	2.797909	0.433913	1.603822	7.469464	5.150494	4.261159	25.0	3.653768	2.341854	5.990291	0.541754	2.962906
