NaiveCD4	NaiveCD8	nB	NK	PC	Mono	M0	M1	M2	iDC	mDC	PMN	cm8	em8	Eo	Tregs	em4	ed8	Mg	cm4	Er	mB
6.342817	1.450178	1.038845	5.879529	7.39252	4.171193	5.0	4.179119	3.724369	6.408339	1.06633	3.776201	5.203478	3.606684	1.841161	5.965844	3.025342	5.230235	6.133179	5.111	6.036639	7.416997
7.125992	0.903154	6.922682	7.066988	4.348306	5.52145	7.222222	3.511279	2.73022	0.816611	7.333027	5.356833	6.255023	5.341859	4.395327	3.136077	0.151429	1.445551	6.316425	2.44182	6.860325	4.797401
2.656176	6.514044	7.32138	6.44756	7.477276	3.537814	9.444444	3.528787	1.983643	3.996503	2.023726	3.572511	4.077832	7.474083	5.267918	2.277158	0.841473	2.93882	5.014328	6.031001	0.261342	7.312181
5.779662	3.097089	4.153699	6.531981	1.433197	7.605341	11.666667	0.348112	1.569478	5.609659	6.4639	4.581329	5.69784	1.163534	5.350463	5.443082	2.436056	3.718277	2.459377	2.533826	7.081517	5.275915
0.896071	2.460115	0.893415	0.121953	8.666218	4.003897	13.888889	2.283286	2.793704	7.065063	5.981054	7.228047	2.42713	2.830465	6.01865	2.885817	5.178133	6.392683	4.87183	2.425098	4.114339	6.574144
1.496229	3.422148	5.849471	0.127211	7.887063	1.385823	16.111111	5.524065	3.804548	2.010358	0.847673	1.827391	5.168969	2.347266	6.453137	7.572724	0.151552	5.067582	5.068406	4.875705	6.620996	6.380571
8.340544	2.613968	4.262018	3.417894	8.365974	4.994324	18.333333	3.568169	2.850886	2.227643	1.29453	1.005785	0.089871	4.559191	4.729835	3.364009	8.212341	0.150295	2.982624	7.232595	7.320472	0.083698
4.400338	0.109347	4.779603	5.605272	3.436063	5.345385	20.555556	5.717238	5.571734	5.529821	3.323887	3.4685	2.014627	4.311193	1.092393	1.881574	1.043427	4.811798	5.648176	2.89127	5.410194	3.052605
6.534802	6.36456	0.428002	4.184857	0.230744	0.119359	22.777778	1.367913	4.1861	1.825174	4.751951	2.624878	6.819492	0.765641	4.386722	5.757675	7.090706	7.311632	4.432874	2.022453	0.555108	5.461581
0.219554	3.811558	2.329773	5.757623	4.133356	0.617593	25.0	3.030355	4.302035	2.824729	4.153289	4.850232	4.133649	5.710983	4.97327	5.353136	0.17928	4.815134	3.650359	5.841032	2.474495	1.838566
