NaiveCD4	NaiveCD8	nB	NK	PC	Mono	M0	M1	M2	iDC	mDC	PMN	cm8	em8	Eo	Tregs	em4	ed8	Mg	cm4	Er	mB
5.529941	5.178276	7.419727	0.767415	1.632256	0.774324	2.735554	7.589808	4.509775	5.301863	2.117014	5.060162	5.0	7.229141	5.942525	6.45578	3.835695	3.381511	4.311208	5.028774	2.666081	7.53317
2.359974	1.46424	1.069497	2.913263	0.614528	7.500778	2.003571	5.172616	5.092879	8.727804	5.11915	11.055481	7.222222	11.591603	0.102509	5.486695	1.277458	0.18205	1.486551	5.386328	7.115444	7.055357
3.041066	7.219866	4.468549	9.137204	7.456373	6.478808	2.769989	2.841195	9.69756	6.511868	0.425432	0.533147	9.444444	6.922858	0.329482	8.543762	3.072486	1.853787	3.831882	0.698828	2.681782	2.03963
4.850256	4.485519	5.814291	6.61502	0.434913	6.758013	6.306196	1.310322	7.406781	7.228093	7.265607	1.250266	11.666667	4.764185	2.92726	7.533825	2.771488	3.566166	0.052252	1.317369	2.376973	3.298538
3.035889	6.38118	1.890696	3.71875	2.500685	5.256253	3.192275	5.402751	6.829629	4.848095	0.863036	5.773029	13.888889	2.538223	7.009897	6.57724	3.707025	3.085969	1.845909	3.35774	2.107825	6.189017
5.509015	1.61879	4.743154	7.735241	5.048553	5.384722	7.042032	2.16538	2.556233	0.10942	5.815656	7.981956	16.111111	3.851367	0.331668	0.944421	1.561709	5.496014	5.602834	1.199119	2.158181	7.033424
1.801457	0.190573	6.398318	1.946435	2.573899	6.544875	0.535964	1.021247	7.159494	1.499275	5.662041	4.213093	18.333333	7.556286	5.708624	7.455074	7.348636	4.713813	1.276445	4.026036	2.708451	1.326631
3.531933	4.990836	4.056736	5.428962	5.28885	1.380792	5.331105	2.022103	0.322874	4.207242	5.365421	1.385822	20.555556	3.492397	5.299769	3.648955	4.267151	3.870251	0.283324	4.993863	4.859793	5.416267
3.18493	3.35189	6.090281	0.139819	1.406589	1.687151	5.768715	2.165475	5.60393	0.527688	4.837889	3.761602	22.777778	5.350535	3.790136	5.660403	5.709558	2.44623	5.93809	3.068628	6.260591	0.472093
2.141275	2.531623	7.54607	3.001789	0.934183	6.072342	6.174876	1.048767	0.942241	3.569044	5.913457	5.781552	25.0	0.406411	6.692463	5.590274	1.722839	1.773152	7.161843	2.651313	0.502803	2.841684
