NaiveCD4	NaiveCD8	nB	NK	PC	Mono	M0	M1	M2	iDC	mDC	PMN	cm8	em8	Eo	Tregs	em4	ed8	Mg	cm4	Er	mB
5.303689	5.0	6.410074	0.319001	5.456974	2.502099	6.244355	8.62698	2.187106	4.446275	4.528264	4.725411	6.70803	0.311793	2.708539	3.367222	8.762538	10.284522	2.681194	5.390826	3.836287	0.198818
2.770261	7.222222	8.302536	3.048285	5.456989	1.466519	8.659462	1.540376	1.657847	5.796532	1.810836	5.237938	8.312075	2.12875	1.165998	7.668672	0.937532	4.647206	8.905881	4.508765	4.672573	4.082743
4.941863	9.444444	6.502278	2.282164	0.629542	4.381097	0.890091	4.29048	3.527763	0.563888	7.018701	2.084357	3.146546	5.212059	4.624542	6.797828	5.982297	5.2906	4.573197	6.958584	3.63315	7.224528
9.087949	11.666667	2.301421	3.506224	1.254621	0.050316	2.094542	0.946396	8.946073	0.202035	9.338825	4.75248	3.009661	6.585404	9.638577	4.020358	4.118593	6.633889	7.658011	1.455445	1.476824	1.25569
0.651619	13.888889	1.653418	7.915203	3.657309	6.784931	5.004382	9.047523	8.746336	2.604315	0.418953	0.144915	1.48855	3.105887	1.328503	8.794434	5.828961	8.813538	6.24022	1.044112	2.015626	0.822375
0.966084	16.111111	4.220166	4.125447	6.324785	7.270423	2.937695	6.786229	5.886316	3.920148	3.552926	0.754426	4.69518	6.112422	2.698257	1.986462	5.035683	1.860648	0.201459	6.740707	7.279776	0.53365
5.674454	18.333333	5.565445	2.482307	0.093501	3.861344	4.743052	4.90478	1.765671	0.356191	1.893089	2.313372	5.493761	4.669317	5.852041	3.194988	3.689791	6.785116	1.306038	4.913099	6.822165	5.287144
1.66358	20.555556	6.271592	8.1218	2.750617	2.800403	4.722141	5.083133	5.428178	0.853137	6.903389	6.599935	2.432124	0.116985	0.867769	1.930762	4.621938	1.066413	5.478431	7.214707	3.737123	0.780287
4.085779	22.777778	7.579392	2.344194	4.309152	1.276432	5.515957	6.244068	1.852153	3.938664	5.720408	2.762204	2.554602	7.197475	2.302607	0.942637	2.092223	5.940513	7.106132	0.661591	2.780191	0.015848
3.107521	25.0	1.765807	1.228681	5.812846	1.325147	5.632456	1.967211	7.018039	4.149431	2.600567	4.05166	2.1094	1.714015	1.723883	5.872664	4.149055	5.638822	6.618416	1.862837	2.34204	4.309501
