chr1	64562	64564
chr1	929305	929307
chr1	929872	929874
chr1	933530	933532
chr1	926297	926299
chr1	932752	932754
chr1	932935	932937
chr1	67222	67224
chr1	927903	927905
chr1	931056	931058
chr1	929837	929839
chr1	927322	927324
chr1	938610	938612
chr1	929073	929075
chr1	941650	941652
chr1	936617	936619
chr1	930518	930520
chr1	928932	928934
chr1	924125	924127
chr1	928114	928116
chr1	933194	933196
chr1	925625	925627
chr1	931259	931261
chr1	931519	931521
chr1	927221	927223
chr1	925065	925067
chr1	930544	930546
chr1	928762	928764
chr1	930630	930632
chr1	923166	923168
chr1	933683	933685
chr1	932231	932233
chr1	927188	927190
chr1	929401	929403
chr1	936742	936744
chr1	939515	939517
chr1	929875	929877
chr1	936988	936990
chr1	935335	935337
chr1	929744	929746
chr1	937960	937962
chr1	937252	937254
chr1	930950	930952
chr1	933166	933168
chr1	935777	935779
chr1	938627	938629
chr1	937760	937762
chr1	937244	937246
chr1	937622	937624
chr1	941633	941635
chr1	936815	936817
chr1	924405	924407
chr1	936793	936795
chr1	938434	938436
chr1	925673	925675
chr1	925916	925918
chr1	930685	930687
chr1	936415	936417
chr1	932962	932964
chr1	935192	935194
chr1	929201	929203
chr1	937701	937703
chr1	929438	929440
chr1	937031	937033
chr1	937859	937861
chr1	935322	935324
chr1	924338	924340
chr1	929043	929045
chr1	924284	924286
chr1	931556	931558
chr1	932731	932733
chr1	935491	935493
chr1	926221	926223
chr1	936487	936489
chr1	932510	932512
chr1	925709	925711
chr1	940459	940461
chr1	936795	936797
chr1	930057	930059
chr1	932813	932815
chr1	929594	929596
chr1	929210	929212
chr1	927039	927041
chr1	925439	925441
chr1	925696	925698
chr1	941476	941478
chr1	932282	932284
chr1	937047	937049
chr1	930283	930285
chr1	929739	929741
chr1	935616	935618
chr1	927930	927932
chr1	929512	929514
chr1	940686	940688
chr1	929772	929774
chr1	925029	925031
chr1	926916	926918
chr1	923856	923858
chr1	930754	930756
chr1	925987	925989
chr1	926008	926010
chr1	935262	935264
chr1	938535	938537
chr1	930783	930785
chr1	924353	924355
chr1	935638	935640
chr1	924328	924330
chr1	925699	925701
chr1	931325	931327
chr1	936854	936856
chr1	924269	924271
chr1	924422	924424
chr1	928561	928563
chr1	936954	936956
chr1	928596	928598
chr1	937610	937612
chr1	931097	931099
chr1	922981	922983
chr1	923812	923814
chr1	937871	937873
chr1	930157	930159
chr1	935256	935258
chr1	939120	939122
chr1	937064	937066
chr1	930608	930610
chr1	928505	928507
chr1	933361	933363
chr1	933847	933849
chr1	941379	941381
chr1	930280	930282
chr1	933322	933324
chr1	932406	932408
chr1	930186	930188
chr1	929537	929539
chr1	928167	928169
chr1	922991	922993
chr1	927629	927631
chr1	928988	928990
chr1	930311	930313
chr1	927917	927919
chr1	935633	935635
