chr1	933908	933910
chr1	938879	938881
chr1	927476	927478
chr1	937456	937458
chr1	932855	932857
chr1	923666	923668
chr1	926194	926196
chr1	924395	924397
chr1	930026	930028
chr1	939136	939138
chr1	940969	940971
chr1	939257	939259
chr1	941290	941292
chr1	930258	930260
chr1	936007	936009
chr1	924929	924931
chr1	932557	932559
chr1	924256	924258
chr1	938957	938959
chr1	941567	941569
chr1	933789	933791
chr1	939220	939222
chr1	925884	925886
chr1	924980	924982
chr1	936841	936843
chr1	925376	925378
chr1	941170	941172
chr1	941033	941035
chr1	925450	925452
chr1	941386	941388
chr1	941361	941363
chr1	924846	924848
chr1	924955	924957
chr1	939353	939355
chr1	924793	924795
chr1	941009	941011
chr1	924912	924914
chr1	925442	925444
chr1	923833	923835
chr1	924276	924278
chr1	936599	936601
chr1	923331	923333
chr1	923669	923671
chr1	926340	926342
chr1	939381	939383
chr1	940405	940407
chr1	941270	941272
chr1	940392	940394
chr1	926508	926510
chr1	925421	925423
chr1	927782	927784
chr1	924860	924862
chr1	931846	931848
chr1	936395	936397
chr1	933689	933691
chr1	926139	926141
chr1	923838	923840
chr1	924724	924726
chr1	924973	924975
chr1	940396	940398
chr1	931155	931157
chr1	940543	940545
chr1	930352	930354
chr1	937174	937176
chr1	937130	937132
chr1	941587	941589
chr1	941238	941240
chr1	926250	926252
chr1	925152	925154
chr1	941235	941237
chr1	923655	923657
chr1	925860	925862
chr1	935410	935412
chr1	924159	924161
chr1	923493	923495
chr1	941073	941075
chr1	924901	924903
chr1	935621	935623
chr1	924371	924373
chr1	924273	924275
chr1	941081	941083
chr1	941285	941287
chr1	928709	928711
chr1	924876	924878
chr1	924105	924107
chr1	925386	925388
chr1	940974	940976
chr1	924243	924245
chr1	924865	924867
chr1	924313	924315
chr1	925046	925048
chr1	932532	932534
chr1	940402	940404
chr1	926367	926369
chr1	924293	924295
chr1	928385	928387
chr1	923409	923411
chr1	940064	940066
chr1	924555	924557
chr1	935804	935806
chr1	941027	941029
chr1	924088	924090
chr1	929354	929356
chr1	924427	924429
chr1	64763	64765
chr1	924967	924969
chr1	940440	940442
chr1	930479	930481
chr1	940378	940380
chr1	930711	930713
chr1	924346	924348
chr1	924178	924180
chr1	924182	924184
chr1	924305	924307
chr1	929205	929207
chr1	924558	924560
chr1	940418	940420
chr1	941668	941670
chr1	924132	924134
chr1	940362	940364
chr1	925492	925494
chr1	932256	932258
chr1	923847	923849
chr1	940323	940325
chr1	940893	940895
chr1	940539	940541
chr1	924287	924289
chr1	923439	923441
chr1	930541	930543
chr1	940986	940988
chr1	924522	924524
chr1	932271	932273
chr1	940499	940501
chr1	924239	924241
chr1	924489	924491
chr1	940573	940575
chr1	924438	924440
chr1	931650	931652
chr1	925106	925108
chr1	924326	924328
chr1	941003	941005
chr1	924710	924712
chr1	927485	927487
chr1	924717	924719
chr1	925869	925871
chr1	939085	939087
chr1	923450	923452
chr1	924814	924816
chr1	925906	925908
chr1	932705	932707
chr1	930013	930015
chr1	924413	924415
chr1	939147	939149
chr1	925995	925997
chr1	923651	923653
chr1	930724	930726
chr1	933229	933231
chr1	924800	924802
chr1	939110	939112
chr1	928480	928482
chr1	924895	924897
chr1	940726	940728
chr1	940484	940486
chr1	924818	924820
chr1	933652	933654
chr1	924109	924111
chr1	935891	935893
chr1	925067	925069
chr1	931639	931641
chr1	926590	926592
chr1	938345	938347
chr1	924185	924187
chr1	940950	940952
chr1	923842	923844
chr1	940764	940766
chr1	939803	939805
chr1	923260	923262
chr1	924562	924564
chr1	925115	925117
chr1	940587	940589
chr1	930803	930805
chr1	924883	924885
chr1	930426	930428
chr1	924601	924603
chr1	935062	935064
chr1	928163	928165
chr1	937074	937076
chr1	928654	928656
chr1	927287	927289
chr1	941273	941275
chr1	924175	924177
chr1	940826	940828
chr1	940656	940658
chr1	934993	934995
chr1	923333	923335
chr1	923781	923783
chr1	924732	924734
chr1	930364	930366
chr1	937786	937788
chr1	940596	940598
chr1	929301	929303
chr1	940646	940648
chr1	932590	932592
chr1	925559	925561
chr1	937234	937236
chr1	929258	929260
chr1	925088	925090
chr1	941299	941301
chr1	929692	929694
chr1	937004	937006
chr1	941322	941324
chr1	924696	924698
chr1	939289	939291
chr1	941440	941442
chr1	925591	925593
chr1	926156	926158
chr1	925581	925583
chr1	940530	940532
chr1	940640	940642
chr1	926664	926666
chr1	926167	926169
chr1	924221	924223
chr1	925640	925642
chr1	931358	931360
chr1	940453	940455
chr1	937725	937727
chr1	933189	933191
chr1	940784	940786
chr1	925575	925577
chr1	935727	935729
chr1	930220	930222
chr1	925511	925513
chr1	937087	937089
chr1	933769	933771
chr1	938104	938106
chr1	938865	938867
chr1	929167	929169
chr1	923590	923592
chr1	941224	941226
chr1	938141	938143
chr1	924938	924940
chr1	923710	923712
chr1	923712	923714
chr1	923760	923762
chr1	923048	923050
chr1	924190	924192
chr1	929422	929424
chr1	928126	928128
chr1	924330	924332
chr1	930243	930245
