CD4	CD8	nB	NK	PC	Mn	iDC	mDC	M1	M0	mNeu	M2	cB
10.825045	0.172631	8.956921	5.022871	11.156533	6.909093	0.001	8.041121	10.034785	9.320387	8.687465	13.522041	7.350106
10.017062	1.707956	6.012065	4.511902	1.994541	17.11047	0.001	3.5632	0.908372	12.477754	11.562548	11.675545	18.457583
9.672815	14.253275	10.938594	4.48961	1.727566	3.155586	0.001	12.106439	13.108572	4.762002	9.51547	12.32407	3.945002
2.745859	10.958931	2.059145	9.074397	7.922128	8.064141	0.001	12.322584	5.179452	4.873053	13.159181	11.841439	11.798689
6.906089	0.832171	3.653964	15.660228	17.209732	1.58261	0.001	4.403932	19.149304	13.912801	4.00338	4.247748	8.437041
8.387166	9.591053	7.37161	16.421577	15.268323	10.284007	0.002154	8.439284	3.046711	0.245457	1.723329	13.391566	5.827762
3.304968	15.305507	13.226306	7.64293	5.84414	15.084136	0.002154	3.450115	0.042419	12.252497	6.715535	5.046926	12.082367
5.735943	16.50158	8.348044	5.941748	3.715516	13.109497	0.002154	1.654976	3.861152	12.81981	5.054256	18.179687	5.075636
3.821297	3.586028	14.166445	15.149957	14.276948	3.595701	0.002154	4.032791	9.661145	7.252513	4.82025	10.81851	8.816261
8.685825	13.707158	7.827954	12.315188	8.899988	6.645463	0.002154	6.615501	13.594709	1.660759	8.403081	10.789231	0.852989
11.643699	2.908701	0.62475	9.085584	10.971457	6.523862	0.004642	13.562639	5.605847	16.094842	15.276424	7.594143	0.103411
6.402242	10.430686	7.320766	7.131738	12.982119	4.077095	0.004642	12.28868	7.542444	13.474865	14.105695	3.757076	0.481952
12.821516	9.678213	3.736197	2.408674	11.038883	9.873936	0.004642	7.604181	11.987013	7.38069	3.159664	13.101955	7.204434
0.5019	11.581476	12.83879	3.843019	5.115681	10.869137	0.004642	12.524041	11.353071	12.176112	6.917412	5.490236	6.784484
13.666455	9.603914	16.920745	3.721406	12.775985	5.698108	0.004642	5.014003	9.019553	10.357746	2.065261	10.932965	0.219216
14.608239	12.336023	0.591479	8.500591	5.489425	9.847744	0.01	1.608536	9.548778	7.137769	7.306917	13.95193	9.062569
0.879188	1.858225	13.613861	9.915184	9.007764	8.284864	0.01	1.056331	13.679123	11.197277	11.313703	11.301042	7.883438
16.625751	16.696596	1.395658	3.438406	5.199258	2.980703	0.01	19.144416	10.775904	7.583561	5.732556	2.21255	8.204641
6.21847	3.754859	3.254262	3.704679	13.877569	16.897051	0.01	14.702691	18.736159	1.199631	0.779003	10.61206	6.253567
9.712418	15.263256	4.25534	2.950897	10.251638	7.742558	0.01	5.52484	2.619202	3.823064	17.890328	10.14787	9.808587
2.222274	2.104904	7.096845	8.790722	14.997733	12.296807	0.021544	9.556194	2.873825	8.839839	15.486977	0.546534	15.165803
4.24989	5.467986	16.475797	3.140335	1.391979	17.58268	0.021544	4.875354	13.821236	8.663872	2.948608	5.195835	16.164883
5.610674	6.784415	9.757142	12.131299	10.174087	2.934945	0.021544	14.176204	8.568439	15.556836	1.370243	6.517331	6.39684
4.901894	17.030344	13.12351	0.797327	1.892378	9.181449	0.021544	14.757445	14.87988	8.365341	3.023441	8.014611	4.010835
3.842671	7.490154	0.175971	8.335589	6.43931	6.752341	0.021544	8.834987	10.148963	12.221415	7.117703	14.335042	14.28431
13.328974	11.399602	2.064502	1.23418	7.800333	12.216686	0.046416	10.968348	11.135737	9.555287	11.899357	7.733321	0.617257
1.422218	11.749056	10.083523	1.443034	12.809489	0.201555	0.046416	15.637396	2.066947	8.354022	14.318536	13.55576	8.312051
4.416076	11.503586	13.328891	5.226058	13.076197	5.399187	0.046416	7.341204	2.42964	13.094103	11.080753	1.730372	11.327517
4.855399	6.791431	7.202578	15.186398	0.879078	16.913834	0.046416	15.466839	10.52709	5.309974	8.97143	5.108113	2.741421
13.813096	0.082297	4.980678	13.46124	11.10787	8.186326	0.046416	5.499556	11.172289	10.26647	9.206688	10.004928	2.172147
9.640532	2.75447	5.851039	9.275042	2.913033	3.153485	0.1	15.789769	5.499911	11.110207	15.85358	12.522372	5.53656
4.814191	3.601729	15.082426	4.422052	6.340121	13.042991	0.1	13.607211	9.422795	2.297083	9.630217	12.424529	5.214656
5.535265	18.69559	5.90958	6.300542	6.265568	9.972211	0.1	6.330979	7.397979	2.97132	9.773871	7.00062	13.746474
7.154047	15.349627	7.704344	7.66336	8.665023	10.880915	0.1	0.434144	10.54061	14.527891	1.833931	9.512897	5.633211
2.76499	17.736059	13.797713	18.331244	0.631421	15.630509	0.1	10.970617	4.247774	0.809952	3.178605	9.253227	2.54789
6.194598	12.053667	4.251082	0.568403	16.535569	12.988626	0.215443	2.544798	6.443723	12.362963	6.669921	8.402672	10.768536
11.660489	1.563094	2.722094	14.325613	10.118905	7.610611	0.215443	13.413842	6.007128	14.252613	2.368837	1.635923	14.105407
4.747942	8.213401	5.481353	15.115773	2.362165	14.460507	0.215443	4.548291	8.196173	12.885914	7.593904	2.515396	13.663736
1.107107	8.760777	11.796574	2.677298	13.788666	15.187185	0.215443	14.934562	10.247414	7.976394	11.316622	1.183052	0.808906
10.282029	11.574777	11.775605	2.524704	8.026118	13.617267	0.215443	1.470938	3.340522	6.274932	10.723412	11.143318	9.030935
10.784718	4.903608	0.241773	13.339916	6.774003	6.164167	0.464159	6.964654	1.928623	11.409321	13.18028	15.487636	8.357142
2.160733	2.511951	11.651022	7.840634	11.621512	3.739937	0.464159	15.76715	13.272739	2.29456	0.106547	14.751821	13.817234
7.315297	11.277381	14.022665	3.327348	0.197658	8.011869	0.464159	12.910792	10.136996	4.473574	0.335247	14.274051	13.252963
10.955908	2.358585	4.813518	18.470523	1.024496	3.103353	0.464159	3.578556	7.209402	4.795553	15.489007	11.599366	16.137572
10.519083	8.834441	0.389564	0.201771	10.335014	6.399754	0.464159	13.31895	7.368935	12.784964	5.140606	12.194429	12.048331
7.050285	7.916592	4.988305	10.094902	4.474952	14.888551	1.0	14.723439	2.278723	14.864711	2.422659	2.271011	13.025872
12.380233	11.283342	5.428447	11.800068	13.013312	3.09474	1.0	12.383017	3.856579	0.960999	1.052435	12.800858	10.945969
10.210609	8.227431	3.78506	0.286359	10.995964	9.120399	1.0	11.602737	8.389169	10.394918	5.778681	9.215005	10.993668
8.315729	4.343096	16.886551	1.642308	15.003071	5.204038	1.0	1.210133	5.020775	11.195158	4.358493	8.155882	17.664766
