CD4	CD8	nB	NK	PC	Mn	iDC	mDC	M1	M0	mNeu	M2	cB
5.208878	11.191891	11.823942	18.997543	13.533853	4.823404	4.1482	10.60903	0.001	2.549238	5.501647	6.362327	5.249049
6.12227	5.305489	10.538264	7.097892	6.898503	5.89752	1.746314	8.989287	0.001	10.483716	9.849425	14.005116	13.065205
11.257666	3.793631	0.470559	1.817026	10.143054	15.597561	16.65721	9.672622	0.001	14.959008	7.526843	5.651072	2.45275
13.271302	4.933694	3.548699	12.934691	8.862672	3.276712	3.929381	12.704518	0.001	12.325096	10.042454	8.450214	5.719567
0.579682	3.246959	14.495209	15.089123	6.002269	11.464193	10.592798	14.653767	0.001	5.309821	0.46923	8.157006	9.938942
10.894714	14.607268	9.210332	5.955764	12.721101	11.794745	3.478662	1.716436	0.002154	11.767956	12.35304	4.551179	0.946648
6.972225	10.146029	14.184771	8.493878	0.141686	11.951402	14.193785	0.339132	0.002154	10.901315	4.999762	13.92371	3.750151
12.051512	11.508881	4.922845	10.242333	14.863235	1.040498	9.196441	3.542268	0.002154	4.554368	2.172825	12.789935	13.112704
7.268251	7.905737	7.56918	7.552293	10.086468	13.195377	5.785001	11.528883	0.002154	6.227333	7.80585	10.11772	4.955752
14.866467	8.157349	11.790935	2.184932	5.53453	14.096155	13.398892	10.426578	0.002154	5.227275	9.386586	0.948576	3.979571
8.396205	0.759274	10.51997	1.703419	7.807631	10.956555	9.35189	7.150858	0.004642	12.444797	8.73735	10.807496	11.359913
6.724864	9.177965	13.999658	13.197329	16.39167	7.968914	5.087213	0.870507	0.004642	11.82843	8.781781	0.628416	5.338611
1.725547	3.63977	18.142031	11.499219	0.524975	2.074234	8.595014	12.935396	0.004642	18.266286	13.846798	7.972731	0.773357
9.170558	11.587445	16.821248	17.719248	7.393625	5.275101	8.295352	1.127407	0.004642	3.25909	4.826379	2.29852	12.221385
4.654944	1.092815	8.95141	10.519477	6.878711	15.249501	13.191997	15.299889	0.004642	8.60494	0.632926	2.544595	12.374154
6.027681	1.794702	14.682662	4.488794	14.352729	9.862016	2.316005	4.06684	0.01	14.187681	13.793187	0.089018	14.328685
15.529584	0.531205	6.641736	16.923236	8.358193	16.325259	16.471482	0.929448	0.01	3.317268	8.407582	4.603869	1.951139
13.573628	8.276731	9.868002	3.500018	10.339235	7.521176	9.202238	8.860248	0.01	4.892119	3.107542	12.695037	8.154027
7.189856	7.156717	17.747451	1.524553	16.194401	9.602118	19.157866	6.706341	0.01	1.993159	0.957586	11.203074	0.556878
4.581846	7.971006	12.658997	9.956449	3.920913	6.521904	6.285283	13.183598	0.01	1.466846	5.929031	11.549646	15.964481
14.250745	0.314444	3.455644	11.866926	7.859719	10.435875	13.460094	5.192548	0.021544	15.326838	7.349681	1.755707	8.710234
11.539358	3.267426	16.593303	12.355514	7.565493	7.989414	14.726422	11.836584	0.021544	0.563873	5.217098	5.773615	2.550357
11.460517	0.937252	3.87931	2.162733	6.64244	9.875611	12.078396	18.213291	0.021544	14.951685	3.879332	13.887397	2.010493
6.454263	6.638988	16.571977	6.445365	25.271379	4.460375	0.101269	0.559501	0.021544	10.091429	3.463521	8.477572	11.442818
10.206739	9.085449	6.66245	5.402687	13.053385	15.994982	6.730041	2.867959	0.021544	10.467134	8.640512	9.638723	1.228394
1.801616	12.508267	7.647959	13.157417	3.862447	13.244779	13.183117	0.156192	0.046416	15.757732	9.094307	3.390723	6.14903
