CD4	CD8	nB	NK	PC	Mn	iDC	mDC	M1	M0	mNeu	M2	cB
3.319094	7.655676	7.063457	10.174478	11.978611	8.150985	11.481109	10.834447	4.504178	0.001	11.786092	2.985593	10.06528
7.6401	11.095109	12.991707	1.043954	6.318521	15.910041	13.225541	4.958984	5.299261	0.001	6.675717	12.400828	2.439236
3.150212	2.989117	6.78546	11.651603	12.035955	9.162306	2.954808	17.277674	13.105711	0.001	12.712271	4.358424	3.815458
13.892882	2.097531	15.938031	8.137651	3.326399	6.459001	8.750926	12.051326	8.045483	0.001	12.109429	4.752339	4.438002
7.283419	0.093161	15.505173	18.058967	1.159533	4.316524	14.740685	2.550252	0.994299	0.001	13.386492	15.879575	6.030919
12.949325	12.157781	3.996778	13.11664	16.188679	9.771541	14.926355	5.06705	3.750845	0.002154	3.329729	0.269728	4.473395
4.050466	1.759229	4.862354	4.932207	3.939682	16.032935	10.279687	15.223035	8.574054	0.002154	15.361739	13.640547	1.34191
10.563919	13.461706	3.601364	2.917128	9.425396	10.915114	5.231321	5.149414	13.916687	0.002154	2.354695	14.107054	8.354048
1.847799	1.193328	4.54604	14.877773	4.073768	13.217894	14.840645	6.567831	14.661579	0.002154	3.580558	12.814866	7.775765
10.799356	4.030658	2.483245	11.53606	10.548985	12.820793	5.937023	8.817242	12.462625	0.002154	11.104552	5.07234	4.384968
8.902907	9.755303	3.669719	4.442417	9.025108	6.360555	8.901052	11.72205	1.551165	0.004642	15.03486	13.439787	7.190433
0.292699	11.343889	13.185914	5.614537	12.125908	3.258376	1.195699	8.531502	3.555695	0.004642	3.692925	18.595569	18.602645
15.411847	6.02648	2.807365	9.182769	11.894888	10.19228	0.358584	11.228019	11.059648	0.004642	0.937177	13.895872	7.00043
12.725277	8.078575	12.81222	11.774872	8.957741	6.284249	0.072557	1.96465	8.033025	0.004642	10.868386	0.994379	17.429427
7.926719	0.072924	9.998742	11.172729	11.799159	6.404386	15.003736	13.782997	5.335621	0.004642	11.760742	0.917566	5.820037
8.758231	13.032259	10.863295	11.762315	10.978396	6.468952	0.429753	7.397998	6.911715	0.01	4.243287	12.156251	6.98755
0.460467	13.960259	12.735354	13.888114	5.963946	13.822346	1.867625	4.888459	1.947622	0.01	3.68674	11.870562	14.898505
13.318545	6.476819	11.702665	1.501364	12.397949	4.205611	7.674446	11.817951	3.895791	0.01	13.175995	1.417512	12.405354
12.196547	4.632535	8.479009	13.92297	1.135501	6.966415	5.164093	2.75483	10.552809	0.01	12.869782	12.381483	8.934025
0.200503	4.703089	4.579436	11.651671	8.907881	10.548608	6.35055	13.962823	11.155605	0.01	10.689656	4.615815	12.624364
11.052614	7.102555	7.748292	5.350131	14.503986	18.243643	7.164762	13.988544	2.553199	0.021544	2.370059	4.538719	5.361952
3.407649	0.642972	12.314986	8.330004	12.061947	3.851445	13.100837	8.554722	14.558639	0.021544	8.318162	1.212964	13.624129
13.307637	14.680747	3.072647	2.944195	16.381177	3.686084	5.099784	2.64823	9.936015	0.021544	15.224711	12.957281	0.03995
4.050448	6.412046	7.564595	12.61087	5.643692	7.132461	12.695908	6.951565	16.75953	0.021544	6.605249	0.015151	13.536942
8.060013	9.936818	3.135124	14.670308	7.686792	5.814766	2.774678	11.88596	3.662293	0.021544	7.772256	15.193525	9.385922
